spell_id,spell_name,skill_line_id,profession,category,min_skill_rank,item_id,item_name,effect_base_points,effect_die_sides,effect_id,trivial_low,trivial_high,acquire_method
29615,Flamebane Helm,164,Blacksmithing,primary,1,23516,Flamebane Helm,0,1,24,365,385,0
29616,Flamebane Gloves,164,Blacksmithing,primary,1,23514,Flamebane Gloves,0,1,24,370,390,0
29617,Flamebane Breastplate,164,Blacksmithing,primary,1,23513,Flamebane Breastplate,0,1,24,375,395,0
29619,Felsteel Gloves,164,Blacksmithing,primary,1,23517,Felsteel Gloves,0,1,24,370,390,0
29620,Felsteel Leggings,164,Blacksmithing,primary,1,23518,Felsteel Leggings,0,1,24,370,390,0
29621,Felsteel Helm,164,Blacksmithing,primary,1,23519,Felsteel Helm,0,1,24,375,395,0
29622,Gauntlets of the Iron Tower,164,Blacksmithing,primary,1,23532,Gauntlets of the Iron Tower,0,1,24,375,395,0
29628,Khorium Belt,164,Blacksmithing,primary,1,23524,Khorium Belt,0,1,24,370,390,0
29629,Khorium Pants,164,Blacksmithing,primary,1,23523,Khorium Pants,0,1,24,370,390,0
29630,Khorium Boots,164,Blacksmithing,primary,1,23525,Khorium Boots,0,1,24,375,395,0
29642,Ragesteel Gloves,164,Blacksmithing,primary,1,23520,Ragesteel Gloves,0,1,24,375,395,0
29643,Ragesteel Helm,164,Blacksmithing,primary,1,23521,Ragesteel Helm,0,1,24,375,395,0
29645,Ragesteel Breastplate,164,Blacksmithing,primary,1,23522,Ragesteel Breastplate,0,1,24,380,400,0
29648,Swiftsteel Gloves,164,Blacksmithing,primary,1,23526,Swiftsteel Gloves,0,1,24,380,400,0
29649,Earthpeace Breastplate,164,Blacksmithing,primary,1,23527,Earthpeace Breastplate,0,1,24,380,400,0
29654,Fel Sharpening Stone,164,Blacksmithing,primary,1,23528,Fel Sharpening Stone,0,1,24,300,310,0
29656,Adamantite Sharpening Stone,164,Blacksmithing,primary,1,23529,Adamantite Sharpening Stone,0,1,24,350,360,0
29657,Felsteel Shield Spike,164,Blacksmithing,primary,1,23530,Felsteel Shield Spike,0,1,24,370,390,0
29658,Felfury Gauntlets,164,Blacksmithing,primary,1,23531,Felfury Gauntlets,0,1,24,375,395,0
29662,Steelgrip Gauntlets,164,Blacksmithing,primary,1,23533,Steelgrip Gauntlets,0,1,24,375,395,0
29663,Storm Helm,164,Blacksmithing,primary,1,23534,Storm Helm,0,1,24,375,395,0
29664,Helm of the Stalwart Defender,164,Blacksmithing,primary,1,23535,Helm of the Stalwart Defender,0,1,24,375,395,0
29668,Oathkeeper's Helm,164,Blacksmithing,primary,1,23536,Oathkeeper's Helm,0,1,24,375,395,0
29669,Black Felsteel Bracers,164,Blacksmithing,primary,1,23537,Black Felsteel Bracers,0,1,24,375,395,0
29671,Bracers of the Green Fortress,164,Blacksmithing,primary,1,23538,Bracers of the Green Fortress,0,1,24,375,395,0
29672,Blessed Bracers,164,Blacksmithing,primary,1,23539,Blessed Bracers,0,1,24,375,395,0
29692,Felsteel Longblade,164,Blacksmithing,primary,1,23540,Felsteel Longblade,0,1,24,375,395,0
29693,Khorium Champion,164,Blacksmithing,primary,1,23541,Khorium Champion,0,1,24,375,395,0
29694,Fel Edged Battleaxe,164,Blacksmithing,primary,1,23542,Fel Edged Battleaxe,0,1,24,375,395,0
29695,Felsteel Reaper,164,Blacksmithing,primary,1,23543,Felsteel Reaper,0,1,24,375,395,0
29696,Runic Hammer,164,Blacksmithing,primary,1,23544,Runic Hammer,0,1,24,375,395,0
29697,Fel Hardened Maul,164,Blacksmithing,primary,1,23546,Fel Hardened Maul,0,1,24,375,395,0
29698,Eternium Runed Blade,164,Blacksmithing,primary,1,23554,Eternium Runed Blade,0,1,24,375,395,0
29699,Dirge,164,Blacksmithing,primary,1,23555,Dirge,0,1,24,375,395,0
29700,Hand of Eternity,164,Blacksmithing,primary,1,23556,Hand of Eternity,0,1,24,375,395,0
29728,Lesser Ward of Shielding,164,Blacksmithing,primary,1,23575,Lesser Ward of Shielding,0,1,24,340,350,0
29729,Greater Ward of Shielding,164,Blacksmithing,primary,1,23576,Greater Ward of Shielding,0,1,24,375,375,0
32284,Lesser Rune of Warding,164,Blacksmithing,primary,1,23559,Lesser Rune of Warding,0,1,24,325,335,0
32285,Greater Rune of Warding,164,Blacksmithing,primary,1,25521,Greater Rune of Warding,0,1,24,350,360,0
32655,Fel Iron Rod,164,Blacksmithing,primary,1,25843,Fel Iron Rod,0,1,24,300,310,0
32656,Adamantite Rod,164,Blacksmithing,primary,1,25844,Adamantite Rod,0,1,24,350,360,0
32657,Eternium Rod,164,Blacksmithing,primary,1,25845,Eternium Rod,0,1,24,375,385,0
34529,Nether Chain Shirt,164,Blacksmithing,primary,1,23563,Nether Chain Shirt,0,1,24,360,380,0
34530,Twisting Nether Chain Shirt,164,Blacksmithing,primary,1,23564,Twisting Nether Chain Shirt,0,1,24,385,405,0
34533,Breastplate of Kings,164,Blacksmithing,primary,1,28483,Breastplate of Kings,0,1,24,360,380,0
34534,Bulwark of Kings,164,Blacksmithing,primary,1,28484,Bulwark of Kings,0,1,24,385,405,0
34535,Fireguard,164,Blacksmithing,primary,1,28425,Fireguard,0,1,24,360,380,0
34537,Blazeguard,164,Blacksmithing,primary,1,28426,Blazeguard,0,1,24,385,405,0
34538,Lionheart Blade,164,Blacksmithing,primary,1,28428,Lionheart Blade,0,1,24,360,380,0
34540,Lionheart Champion,164,Blacksmithing,primary,1,28429,Lionheart Champion,0,1,24,385,405,0
34541,The Planar Edge,164,Blacksmithing,primary,1,28431,The Planar Edge,0,1,24,360,380,0
34542,Black Planar Edge,164,Blacksmithing,primary,1,28432,Black Planar Edge,0,1,24,385,405,0
34543,Lunar Crescent,164,Blacksmithing,primary,1,28434,Lunar Crescent,0,1,24,360,380,0
34544,Mooncleaver,164,Blacksmithing,primary,1,28435,Mooncleaver,0,1,24,385,405,0
34545,Drakefist Hammer,164,Blacksmithing,primary,1,28437,Drakefist Hammer,0,1,24,360,380,0
34546,Dragonmaw,164,Blacksmithing,primary,1,28438,Dragonmaw,0,1,24,385,405,0
34547,Thunder,164,Blacksmithing,primary,1,28440,Thunder,0,1,24,360,380,0
34548,Deep Thunder,164,Blacksmithing,primary,1,28441,Deep Thunder,0,1,24,385,405,0
34607,Fel Weightstone,164,Blacksmithing,primary,1,28420,Fel Weightstone,0,1,24,300,310,0
34608,Adamantite Weightstone,164,Blacksmithing,primary,1,28421,Adamantite Weightstone,0,1,24,350,360,0
34979,Thick Bronze Darts,164,Blacksmithing,primary,1,29201,Thick Bronze Darts,0,1,24,130,160,0
34981,Whirling Steel Axes,164,Blacksmithing,primary,1,29202,Whirling Steel Axes,0,1,24,220,240,0
34982,Enchanted Thorium Blades,164,Blacksmithing,primary,1,29203,Enchanted Thorium Blades,0,1,24,320,340,0
34983,Felsteel Whisper Knives,164,Blacksmithing,primary,1,29204,Felsteel Whisper Knives,0,1,24,360,380,0
36122,Earthforged Leggings,164,Blacksmithing,primary,1,30069,Earthforged Leggings,0,1,24,280,300,0
36124,Windforged Leggings,164,Blacksmithing,primary,1,30070,Windforged Leggings,0,1,24,280,300,0
36125,Light Earthforged Blade,164,Blacksmithing,primary,1,30071,Light Earthforged Blade,0,1,24,280,300,0
36126,Light Skyforged Axe,164,Blacksmithing,primary,1,30072,Light Skyforged Axe,0,1,24,280,300,0
36128,Light Emberforged Hammer,164,Blacksmithing,primary,1,30073,Light Emberforged Hammer,0,1,24,280,300,0
36129,Heavy Earthforged Breastplate,164,Blacksmithing,primary,1,30074,Heavy Earthforged Breastplate,0,1,24,340,360,0
36130,Stormforged Hauberk,164,Blacksmithing,primary,1,30076,Stormforged Hauberk,0,1,24,340,360,0
36131,Windforged Rapier,164,Blacksmithing,primary,1,30077,Windforged Rapier,0,1,24,340,360,0
36133,Stoneforged Claymore,164,Blacksmithing,primary,1,30086,Stoneforged Claymore,0,1,24,340,360,0
36134,Stormforged Axe,164,Blacksmithing,primary,1,30087,Stormforged Axe,0,1,24,340,360,0
36135,Skyforged Great Axe,164,Blacksmithing,primary,1,30088,Skyforged Great Axe,0,1,24,340,360,0
36136,Lavaforged Warhammer,164,Blacksmithing,primary,1,30089,Lavaforged Warhammer,0,1,24,340,360,0
36137,Great Earthforged Hammer,164,Blacksmithing,primary,1,30093,Great Earthforged Hammer,0,1,24,340,360,0
36256,Embrace of the Twisting Nether,164,Blacksmithing,primary,1,23565,Embrace of the Twisting Nether,0,1,24,385,405,0
36257,Bulwark of the Ancient Kings,164,Blacksmithing,primary,1,28485,Bulwark of the Ancient Kings,0,1,24,385,405,0
36258,Blazefury,164,Blacksmithing,primary,1,28427,Blazefury,0,1,24,385,405,0
36259,Lionheart Executioner,164,Blacksmithing,primary,1,28430,Lionheart Executioner,0,1,24,385,405,0
36260,Wicked Edge of the Planes,164,Blacksmithing,primary,1,28433,Wicked Edge of the Planes,0,1,24,385,405,0
36261,Bloodmoon,164,Blacksmithing,primary,1,28436,Bloodmoon,0,1,24,385,405,0
36262,Dragonstrike,164,Blacksmithing,primary,1,28439,Dragonstrike,0,1,24,385,405,0
36263,Stormherald,164,Blacksmithing,primary,1,28442,Stormherald,0,1,24,385,405,0
36389,Belt of the Guardian,164,Blacksmithing,primary,1,30034,Belt of the Guardian,0,1,24,385,405,0
36390,Red Belt of Battle,164,Blacksmithing,primary,1,30032,Red Belt of Battle,0,1,24,385,405,0
36391,Boots of the Protector,164,Blacksmithing,primary,1,30033,Boots of the Protector,0,1,24,385,405,0
36392,Red Havoc Boots,164,Blacksmithing,primary,1,30031,Red Havoc Boots,0,1,24,385,405,0
38473,Wildguard Breastplate,164,Blacksmithing,primary,1,31364,Wildguard Breastplate,0,1,24,385,405,0
38475,Wildguard Leggings,164,Blacksmithing,primary,1,31367,Wildguard Leggings,0,1,24,385,405,0
38476,Wildguard Helm,164,Blacksmithing,primary,1,31368,Wildguard Helm,0,1,24,385,405,0
38477,Iceguard Breastplate,164,Blacksmithing,primary,1,31369,Iceguard Breastplate,0,1,24,385,405,0
38478,Iceguard Leggings,164,Blacksmithing,primary,1,31370,Iceguard Leggings,0,1,24,385,405,0
38479,Iceguard Helm,164,Blacksmithing,primary,1,31371,Iceguard Helm,0,1,24,385,405,0
40033,Shadesteel Sabots,164,Blacksmithing,primary,1,32402,Shadesteel Sabots,0,1,24,385,405,0
40034,Shadesteel Bracers,164,Blacksmithing,primary,1,32403,Shadesteel Bracers,0,1,24,385,405,0
40035,Shadesteel Greaves,164,Blacksmithing,primary,1,32404,Shadesteel Greaves,0,1,24,385,405,0
40036,Shadesteel Girdle,164,Blacksmithing,primary,1,32401,Shadesteel Girdle,0,1,24,385,405,0
41132,Swiftsteel Bracers,164,Blacksmithing,primary,1,32568,Swiftsteel Bracers,0,1,24,385,405,0
41133,Swiftsteel Shoulders,164,Blacksmithing,primary,1,32570,Swiftsteel Shoulders,0,1,24,385,405,0
41134,Dawnsteel Bracers,164,Blacksmithing,primary,1,32571,Dawnsteel Bracers,0,1,24,385,405,0
41135,Dawnsteel Shoulders,164,Blacksmithing,primary,1,32573,Dawnsteel Shoulders,0,1,24,385,405,0
42662,Ragesteel Shoulders,164,Blacksmithing,primary,1,33173,Ragesteel Shoulders,0,1,24,375,395,0
42688,Adamantite Weapon Chain,164,Blacksmithing,primary,1,33185,Adamantite Weapon Chain,0,1,24,345,355,0
43549,Heavy Copper Longsword,164,Blacksmithing,primary,1,33791,Heavy Copper Longsword,0,1,24,75,115,0
43846,Hammer of Righteous Might,164,Blacksmithing,primary,1,32854,Hammer of Righteous Might,0,1,24,375,395,0
46140,Sunblessed Gauntlets,164,Blacksmithing,primary,1,34380,Sunblessed Gauntlets,0,1,24,375,410,0
46141,Hard Khorium Battlefists,164,Blacksmithing,primary,1,34378,Hard Khorium Battlefists,0,1,24,375,410,0
46142,Sunblessed Breastplate,164,Blacksmithing,primary,1,34379,Sunblessed Breastplate,0,1,24,375,410,0
46144,Hard Khorium Battleplate,164,Blacksmithing,primary,1,34377,Hard Khorium Battleplate,0,1,24,375,410,0
2737,Copper Mace,164,Blacksmithing,primary,30,2844,Copper Mace,0,1,24,55,95,0
2738,Copper Axe,164,Blacksmithing,primary,35,2845,Copper Axe,0,1,24,60,100,0
2662,Copper Chain Pants,164,Blacksmithing,primary,40,2852,Copper Chain Pants,0,1,24,50,90,0
2739,Copper Shortsword,164,Blacksmithing,primary,40,2847,Copper Shortsword,0,1,24,65,105,0
2661,Copper Chain Belt,164,Blacksmithing,primary,55,2851,Copper Chain Belt,0,1,24,75,115,0
2664,Runed Copper Bracers,164,Blacksmithing,primary,65,2854,Runed Copper Bracers,0,1,24,115,140,0
2665,Coarse Sharpening Stone,164,Blacksmithing,primary,75,2863,Coarse Sharpening Stone,0,1,24,65,80,0
2740,Bronze Mace,164,Blacksmithing,primary,75,2848,Bronze Mace,0,1,24,140,170,0
2666,Runed Copper Belt,164,Blacksmithing,primary,80,2857,Runed Copper Belt,0,1,24,110,150,0
2741,Bronze Axe,164,Blacksmithing,primary,85,2849,Bronze Axe,0,1,24,145,175,0
2667,Runed Copper Breastplate,164,Blacksmithing,primary,90,2864,Runed Copper Breastplate,0,1,24,120,160,0
2668,Rough Bronze Leggings,164,Blacksmithing,primary,95,2865,Rough Bronze Leggings,0,1,24,145,175,0
2742,Bronze Shortsword,164,Blacksmithing,primary,95,2850,Bronze Shortsword,0,1,24,150,180,0
2670,Rough Bronze Cuirass,164,Blacksmithing,primary,105,2866,Rough Bronze Cuirass,0,1,24,145,175,0
2672,Patterned Bronze Bracers,164,Blacksmithing,primary,120,2868,Patterned Bronze Bracers,0,1,24,150,180,0
2674,Heavy Sharpening Stone,164,Blacksmithing,primary,125,2871,Heavy Sharpening Stone,0,1,24,125,140,0
2675,Shining Silver Breastplate,164,Blacksmithing,primary,135,2870,Shining Silver Breastplate,0,1,24,175,205,0
7421,Runed Copper Rod,333,Enchanting,primary,1,6218,Runed Copper Rod,0,1,24,5,10,1
7795,Runed Silver Rod,333,Enchanting,primary,1,6339,Runed Silver Rod,0,1,24,130,170,0
13628,Runed Golden Rod,333,Enchanting,primary,1,11130,Runed Golden Rod,0,1,24,175,215,0
13702,Runed Truesilver Rod,333,Enchanting,primary,1,11145,Runed Truesilver Rod,0,1,24,220,260,0
14293,Lesser Magic Wand,333,Enchanting,primary,1,11287,Lesser Magic Wand,0,1,24,75,115,0
14807,Greater Magic Wand,333,Enchanting,primary,1,11288,Greater Magic Wand,0,1,24,110,150,0
14809,Lesser Mystic Wand,333,Enchanting,primary,1,11289,Lesser Mystic Wand,0,1,24,175,215,0
14810,Greater Mystic Wand,333,Enchanting,primary,1,11290,Greater Mystic Wand,0,1,24,195,235,0
15596,Smoking Heart of the Mountain,333,Enchanting,primary,1,11811,Smoking Heart of the Mountain,0,1,24,285,325,0
17180,Enchanted Thorium,333,Enchanting,primary,1,12655,Enchanted Thorium Bar,0,1,24,250,260,0
17181,Enchanted Leather,333,Enchanting,primary,1,12810,Enchanted Leather,0,1,24,250,260,0
20051,Runed Arcanite Rod,333,Enchanting,primary,1,16207,Runed Arcanite Rod,0,1,24,305,340,0
25124,Minor Wizard Oil,333,Enchanting,primary,1,20744,Minor Wizard Oil,0,0,24,55,75,0
25125,Minor Mana Oil,333,Enchanting,primary,1,20745,Minor Mana Oil,0,0,24,160,180,0
25126,Lesser Wizard Oil,333,Enchanting,primary,1,20746,Lesser Wizard Oil,0,0,24,210,230,0
25127,Lesser Mana Oil,333,Enchanting,primary,1,20747,Lesser Mana Oil,0,0,24,260,280,0
25128,Wizard Oil,333,Enchanting,primary,1,20750,Wizard Oil,0,0,24,285,305,0
25129,Brilliant Wizard Oil,333,Enchanting,primary,1,20749,Brilliant Wizard Oil,0,0,24,310,330,0
25130,Brilliant Mana Oil,333,Enchanting,primary,1,20748,Brilliant Mana Oil,0,0,24,310,330,0
28016,Superior Mana Oil,333,Enchanting,primary,1,22521,Superior Mana Oil,0,0,24,310,330,0
28019,Superior Wizard Oil,333,Enchanting,primary,1,22522,Superior Wizard Oil,0,0,24,340,360,0
28021,Arcane Dust,333,Enchanting,primary,1,22445,Arcane Dust,2,1,24,335,355,0
28022,Large Prismatic Shard,333,Enchanting,primary,1,22449,Large Prismatic Shard,0,1,24,5,10,0
28027,Prismatic Sphere,333,Enchanting,primary,1,22460,Prismatic Sphere,0,1,24,325,335,0
28028,Void Sphere,333,Enchanting,primary,1,22459,Void Sphere,0,1,24,360,390,0
32664,Runed Fel Iron Rod,333,Enchanting,primary,1,22461,Runed Fel Iron Rod,0,1,24,310,340,0
32665,Runed Adamantite Rod,333,Enchanting,primary,1,22462,Runed Adamantite Rod,0,1,24,360,390,0
32667,Runed Eternium Rod,333,Enchanting,primary,1,22463,Runed Eternium Rod,0,1,24,370,400,0
42613,Nexus Transformation,333,Enchanting,primary,1,22448,Small Prismatic Shard,0,1,24,295,305,0
42615,Small Prismatic Shard,333,Enchanting,primary,1,22448,Small Prismatic Shard,2,1,24,315,335,0
45765,Void Shatter,333,Enchanting,primary,1,22449,Large Prismatic Shard,1,1,24,360,365,0
3918,Rough Blasting Powder,202,Engineering,primary,1,4357,Rough Blasting Powder,0,1,24,20,40,1
3919,Rough Dynamite,202,Engineering,primary,1,4358,Rough Dynamite,1,1,24,30,60,1
3920,Crafted Light Shot,202,Engineering,primary,1,8067,Crafted Light Shot,199,1,24,30,60,1
3922,Handful of Copper Bolts,202,Engineering,primary,1,4359,Handful of Copper Bolts,0,1,24,45,60,0
3923,Rough Copper Bomb,202,Engineering,primary,1,4360,Rough Copper Bomb,1,1,24,60,90,0
3924,Copper Tube,202,Engineering,primary,1,4361,Copper Tube,0,1,24,80,110,0
3925,Rough Boomstick,202,Engineering,primary,1,4362,Rough Boomstick,0,1,24,80,110,0
3926,Copper Modulator,202,Engineering,primary,1,4363,Copper Modulator,0,1,24,95,125,0
3928,Mechanical Squirrel,202,Engineering,primary,1,4401,Mechanical Squirrel Box,0,1,24,105,135,0
3929,Coarse Blasting Powder,202,Engineering,primary,1,4364,Coarse Blasting Powder,0,1,24,85,95,0
3930,Crafted Heavy Shot,202,Engineering,primary,1,8068,Crafted Heavy Shot,199,1,24,85,95,0
3931,Coarse Dynamite,202,Engineering,primary,1,4365,Coarse Dynamite,0,3,24,90,105,0
3932,Target Dummy,202,Engineering,primary,1,4366,Target Dummy,0,1,24,115,145,0
3933,Small Seaforium Charge,202,Engineering,primary,1,4367,Small Seaforium Charge,0,1,24,130,160,0
3934,Flying Tiger Goggles,202,Engineering,primary,1,4368,Flying Tiger Goggles,0,1,24,130,160,0
3936,Deadly Blunderbuss,202,Engineering,primary,1,4369,Deadly Blunderbuss,0,1,24,130,155,0
3937,Large Copper Bomb,202,Engineering,primary,1,4370,Large Copper Bomb,1,3,24,105,155,0
3938,Bronze Tube,202,Engineering,primary,1,4371,Bronze Tube,0,1,24,105,155,0
3939,Lovingly Crafted Boomstick,202,Engineering,primary,1,4372,Lovingly Crafted Boomstick,0,1,24,145,170,0
3940,Shadow Goggles,202,Engineering,primary,1,4373,Shadow Goggles,0,1,24,145,170,0
3941,Small Bronze Bomb,202,Engineering,primary,1,4374,Small Bronze Bomb,0,3,24,120,170,0
3942,Whirring Bronze Gizmo,202,Engineering,primary,1,4375,Whirring Bronze Gizmo,0,1,24,125,175,0
3944,Flame Deflector,202,Engineering,primary,1,4376,Flame Deflector,0,1,24,125,175,0
3945,Heavy Blasting Powder,202,Engineering,primary,1,4377,Heavy Blasting Powder,0,1,24,125,145,0
3946,Heavy Dynamite,202,Engineering,primary,1,4378,Heavy Dynamite,0,5,24,125,145,0
3947,Crafted Solid Shot,202,Engineering,primary,1,8069,Crafted Solid Shot,199,1,24,125,145,0
3949,Silver-plated Shotgun,202,Engineering,primary,1,4379,Silver-plated Shotgun,0,1,24,155,180,0
3950,Big Bronze Bomb,202,Engineering,primary,1,4380,Big Bronze Bomb,1,3,24,140,190,0
3952,Minor Recombobulator,202,Engineering,primary,1,4381,Minor Recombobulator,0,1,24,165,190,0
3953,Bronze Framework,202,Engineering,primary,1,4382,Bronze Framework,0,1,24,145,195,0
3954,Moonsight Rifle,202,Engineering,primary,1,4383,Moonsight Rifle,0,1,24,170,195,0
3955,Explosive Sheep,202,Engineering,primary,1,4384,Explosive Sheep,0,1,24,175,200,0
3956,Green Tinted Goggles,202,Engineering,primary,1,4385,Green Tinted Goggles,0,1,24,175,200,0
3957,Ice Deflector,202,Engineering,primary,1,4386,Ice Deflector,0,1,24,175,195,0
3958,Iron Strut,202,Engineering,primary,1,4387,Iron Strut,0,1,24,160,180,0
3959,Discombobulator Ray,202,Engineering,primary,1,4388,Discombobulator Ray,0,1,24,180,200,0
3960,Portable Bronze Mortar,202,Engineering,primary,1,4403,Portable Bronze Mortar,0,1,24,185,205,0
3961,Gyrochronatom,202,Engineering,primary,1,4389,Gyrochronatom,0,1,24,170,210,0
3962,Iron Grenade,202,Engineering,primary,1,4390,Iron Grenade,1,3,24,175,215,0
3963,Compact Harvest Reaper Kit,202,Engineering,primary,1,4391,Compact Harvest Reaper Kit,0,1,24,175,215,0
3965,Advanced Target Dummy,202,Engineering,primary,1,4392,Advanced Target Dummy,0,1,24,185,225,0
3966,Craftsman's Monocle,202,Engineering,primary,1,4393,Craftsman's Monocle,0,1,24,205,225,0
3967,Big Iron Bomb,202,Engineering,primary,1,4394,Big Iron Bomb,1,1,24,190,230,0
3968,Goblin Land Mine,202,Engineering,primary,1,4395,Goblin Land Mine,0,1,24,215,235,0
3969,Mechanical Dragonling,202,Engineering,primary,1,4396,Mechanical Dragonling,0,1,24,220,240,0
3971,Gnomish Cloaking Device,202,Engineering,primary,1,4397,Gnomish Cloaking Device,0,1,24,220,240,0
3972,Large Seaforium Charge,202,Engineering,primary,1,4398,Large Seaforium Charge,0,1,24,200,240,0
3973,Silver Contact,202,Engineering,primary,1,4404,Silver Contact,4,1,24,110,140,0
3977,Crude Scope,202,Engineering,primary,1,4405,Crude Scope,0,1,24,90,120,0
3978,Standard Scope,202,Engineering,primary,1,4406,Standard Scope,0,1,24,135,160,0
3979,Accurate Scope,202,Engineering,primary,1,4407,Accurate Scope,0,1,24,200,220,0
6458,Ornate Spyglass,202,Engineering,primary,1,5507,Ornate Spyglass,0,1,24,160,185,0
7430,Arclight Spanner,202,Engineering,primary,1,6219,Arclight Spanner,0,1,24,70,90,0
8243,Flash Bomb,202,Engineering,primary,1,4852,Flash Bomb,0,1,24,185,225,0
8334,Practice Lock,202,Engineering,primary,1,6712,Practice Lock,0,1,24,115,130,0
8339,EZ-Thro Dynamite,202,Engineering,primary,1,6714,Ez-Thro Dynamite,0,3,24,115,130,0
8895,Goblin Rocket Boots,202,Engineering,primary,1,7189,Goblin Rocket Boots,0,1,24,245,265,0
9269,Gnomish Universal Remote,202,Engineering,primary,1,7506,Gnomish Universal Remote,0,1,24,150,175,0
9271,Aquadynamic Fish Attractor,202,Engineering,primary,1,6533,Aquadynamic Fish Attractor,2,1,24,150,170,0
9273,Goblin Jumper Cables,202,Engineering,primary,1,7148,Goblin Jumper Cables,0,1,24,160,200,0
12584,Gold Power Core,202,Engineering,primary,1,10558,Gold Power Core,2,1,24,150,190,0
12585,Solid Blasting Powder,202,Engineering,primary,1,10505,Solid Blasting Powder,0,1,24,175,195,0
12586,Solid Dynamite,202,Engineering,primary,1,10507,Solid Dynamite,1,1,24,175,195,0
12587,Bright-Eye Goggles,202,Engineering,primary,1,10499,Bright-Eye Goggles,0,1,24,195,215,0
12589,Mithril Tube,202,Engineering,primary,1,10559,Mithril Tube,0,1,24,195,235,0
12590,Gyromatic Micro-Adjustor,202,Engineering,primary,1,10498,Gyromatic Micro-Adjustor,0,1,24,175,215,0
12591,Unstable Trigger,202,Engineering,primary,1,10560,Unstable Trigger,0,1,24,200,240,0
12594,Fire Goggles,202,Engineering,primary,1,10500,Fire Goggles,0,1,24,225,245,0
12595,Mithril Blunderbuss,202,Engineering,primary,1,10508,Mithril Blunderbuss,0,1,24,225,245,0
12596,Hi-Impact Mithril Slugs,202,Engineering,primary,1,10512,Hi-Impact Mithril Slugs,199,1,24,210,250,0
12597,Deadly Scope,202,Engineering,primary,1,10546,Deadly Scope,0,1,24,230,250,0
12599,Mithril Casing,202,Engineering,primary,1,10561,Mithril Casing,0,1,24,215,255,0
12603,Mithril Frag Bomb,202,Engineering,primary,1,10514,Mithril Frag Bomb,2,1,24,215,255,0
12607,Catseye Ultra Goggles,202,Engineering,primary,1,10501,Catseye Ultra Goggles,0,1,24,240,260,0
12614,Mithril Heavy-bore Rifle,202,Engineering,primary,1,10510,Mithril Heavy-bore Rifle,0,1,24,240,260,0
12615,Spellpower Goggles Xtreme,202,Engineering,primary,1,10502,Spellpower Goggles Xtreme,0,1,24,245,265,0
12616,Parachute Cloak,202,Engineering,primary,1,10518,Parachute Cloak,0,1,24,245,265,0
12617,Deepdive Helmet,202,Engineering,primary,1,10506,Deepdive Helmet,0,1,24,250,270,0
12618,Rose Colored Goggles,202,Engineering,primary,1,10503,Rose Colored Goggles,0,1,24,250,270,0
12619,Hi-Explosive Bomb,202,Engineering,primary,1,10562,Hi-Explosive Bomb,3,1,24,235,275,0
12620,Sniper Scope,202,Engineering,primary,1,10548,Sniper Scope,0,1,24,260,280,0
12621,Mithril Gyro-Shot,202,Engineering,primary,1,10513,Mithril Gyro-Shot,199,1,24,245,285,0
12622,Green Lens,202,Engineering,primary,1,10504,Green Lens,0,1,24,265,285,0
12624,Mithril Mechanical Dragonling,202,Engineering,primary,1,10576,Mithril Mechanical Dragonling,0,1,24,270,290,0
12715,Goblin Rocket Fuel Recipe,202,Engineering,primary,1,10644,Recipe: Goblin Rocket Fuel,0,1,24,205,205,0
12716,Goblin Mortar,202,Engineering,primary,1,10577,Goblin Mortar,0,1,24,225,245,0
12717,Goblin Mining Helmet,202,Engineering,primary,1,10542,Goblin Mining Helmet,0,1,24,225,245,0
12718,Goblin Construction Helmet,202,Engineering,primary,1,10543,Goblin Construction Helmet,0,1,24,225,245,0
12719,Explosive Arrow,202,Engineering,primary,1,10579,Explosive Arrow,99,1,24,210,250,0
12720,"Goblin ""Boom"" Box",202,Engineering,primary,1,10580,"Goblin ""Boom"" Box",0,1,24,235,255,0
12722,Goblin Radio,202,Engineering,primary,1,10585,Goblin Radio,0,1,24,240,260,0
12754,The Big One,202,Engineering,primary,1,10586,The Big One,1,1,24,235,275,0
12755,Goblin Bomb Dispenser,202,Engineering,primary,1,10587,Goblin Bomb Dispenser,0,1,24,230,270,0
12758,Goblin Rocket Helmet,202,Engineering,primary,1,10588,Goblin Rocket Helmet,0,1,24,265,285,0
12759,Gnomish Death Ray,202,Engineering,primary,1,10645,Gnomish Death Ray,0,1,24,260,280,0
12760,Goblin Sapper Charge,202,Engineering,primary,1,10646,Goblin Sapper Charge,0,1,24,205,245,0
12895,Inlaid Mithril Cylinder Plans,202,Engineering,primary,1,10713,Plans: Inlaid Mithril Cylinder,0,1,24,205,205,0
12897,Gnomish Goggles,202,Engineering,primary,1,10545,Gnomish Goggles,0,1,24,230,250,0
12899,Gnomish Shrink Ray,202,Engineering,primary,1,10716,Gnomish Shrink Ray,0,1,24,225,245,0
12900,Mobile Alarm,202,Engineering,primary,1,10719,Mobile Alarm,0,1,24,205,245,0
12902,Gnomish Net-o-Matic Projector,202,Engineering,primary,1,10720,Gnomish Net-o-Matic Projector,0,1,24,230,250,0
12903,Gnomish Harm Prevention Belt,202,Engineering,primary,1,10721,Gnomish Harm Prevention Belt,0,1,24,235,255,0
12904,Gnomish Ham Radio,202,Engineering,primary,1,10723,Gnomish Ham Radio,0,1,24,240,260,0
12905,Gnomish Rocket Boots,202,Engineering,primary,1,10724,Gnomish Rocket Boots,0,1,24,245,265,0
